sppid,species,scinam,dataname,Rank,Occurrences,nSites,UseAvailability.North,Analysis.North,UseAvailability.South,Analysis.South,Maps,Origin
HeucheraCylindrica,Heuchera cylindrica,Heuchera cylindrica,Heuchera.cylindrica,Species,10,7,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HeucheraParvifolia,Heuchera richardsonii,Heuchera richardsonii,Heuchera.richardsonii,Species,155,77,TRUE,FALSE,TRUE,TRUE,TRUE,Native
Hieracium,Hieracium,Hieracium,Hieracium,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
HieraciumAlbiflorum,Hieracium albiflorum,Hieracium albiflorum,Hieracium.albiflorum,Species,11,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
HieraciumAurantiacum,Hieracium aurantiacum,Hieracium aurantiacum,Hieracium.aurantiacum,Species,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HieraciumTriste,Hieracium triste,Hieracium triste,Hieracium.triste,Species,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
HieraciumUmbellatum,Hieracium umbellatum,Hieracium umbellatum,Hieracium.umbellatum,Species,635,286,TRUE,TRUE,TRUE,TRUE,TRUE,Native
HippophaeRhamnoides,Hippophae rhamnoides,Hippophae rhamnoides,Hippophae.rhamnoides,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HippurisVulgaris,Hippuris vulgaris,Hippuris vulgaris,Hippuris.vulgaris,Species,65,34,TRUE,TRUE,FALSE,FALSE,TRUE,Native
HordeumJubatum,Hordeum jubatum,Hordeum jubatum,Hordeum.jubatum,Species,915,351,TRUE,TRUE,TRUE,TRUE,TRUE,Native
HordeumVulgare,Hordeum vulgare,Hordeum vulgare,Hordeum.vulgare,Species,259,78,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
Hosta,Hosta,Hosta,Hosta,Genus,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
HoustoniaLongifolia,Houstonia longifolia,Houstonia longifolia,Houstonia.longifolia,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
HudsoniaTomentosa,Hudsonia tomentosa,Hudsonia tomentosa,Hudsonia.tomentosa,Species,43,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
HumulusLupulus,Humulus lupulus,Humulus lupulus,Humulus.lupulus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Hydrophyllum,Hydrophyllum,Hydrophyllum,Hydrophyllum,Genus,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
HymenoxysRichardsonii,Hymenoxys richardsonii,Hymenoxys richardsonii,Hymenoxys.richardsonii,Species,53,23,FALSE,FALSE,TRUE,TRUE,TRUE,Native
HyoscyamusNiger,Hyoscyamus niger,Hyoscyamus niger,Hyoscyamus.niger,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HypericumMajus,Hypericum majus,Hypericum majus,Hypericum.majus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
HypopitysMonotropa,Hypopitys monotropa,Hypopitys monotropa,Hypopitys.monotropa,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Impatiens,Impatiens,Impatiens,Impatiens,Genus,38,18,TRUE,FALSE,FALSE,FALSE,FALSE,NA
ImpatiensCapensis,Impatiens capensis/noli-tangere,Impatiens capensis/noli-tangere,Impatiens.capensis.noli.tangere,Species,58,30,TRUE,TRUE,FALSE,FALSE,TRUE,Native
IpomoeaPurpurea,Ipomoea purpurea,Ipomoea purpurea,Ipomoea.purpurea,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Iris,Iris,Iris,Iris,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
IsoetesEchinospora,Isoetes echinospora,Isoetes echinospora,Isoetes.echinospora,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
IvaAxillaris,Iva axillaris,Iva axillaris,Iva.axillaris,Species,17,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Juncus,Juncus,Juncus,Juncus,Genus,11,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA
JuncusAlbescens,Juncus albescens,Juncus albescens,Juncus.albescens,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
JuncusAlpinoarticulatus,Juncus alpinoarticulatus,Juncus alpinoarticulatus,Juncus.alpinoarticulatus,Species,25,15,TRUE,FALSE,FALSE,FALSE,FALSE,Native
JuncusArcticus,Juncus arcticus,Juncus arcticus,Juncus.arcticus,Species,322,139,TRUE,TRUE,TRUE,TRUE,TRUE,Native
JuncusBufonius,Juncus bufonius,Juncus bufonius,Juncus.bufonius,Species,56,30,TRUE,TRUE,TRUE,FALSE,TRUE,Native
JuncusConfusus,Juncus confusus,Juncus confusus,Juncus.confusus,Species,13,6,FALSE,FALSE,TRUE,FALSE,FALSE,Native
JuncusDudleyi,Juncus dudleyi,Juncus dudleyi,Juncus.dudleyi,Species,11,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
JuncusFiliformis,Juncus filiformis,Juncus filiformis,Juncus.filiformis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
JuncusLongistylis,Juncus longistylis,Juncus longistylis,Juncus.longistylis,Species,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,Native
JuncusNodosus,Juncus nodosus,Juncus nodosus,Juncus.nodosus,Species,15,9,TRUE,FALSE,FALSE,FALSE,FALSE,Native
JuncusTenuis,Juncus tenuis,Juncus tenuis,Juncus.tenuis,Species,72,36,TRUE,TRUE,TRUE,FALSE,TRUE,Native
JuncusVaseyi,Juncus vaseyi,Juncus vaseyi,Juncus.vaseyi,Species,21,15,TRUE,FALSE,TRUE,FALSE,FALSE,Native
Juniperus,Juniperus,Juniperus,Juniperus,Genus,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
JuniperusChinensis,Juniperus chinensis,Juniperus chinensis,Juniperus.chinensis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
JuniperusCommunis,Juniperus communis,Juniperus communis,Juniperus.communis,Species,54,24,TRUE,FALSE,TRUE,FALSE,FALSE,Native
JuniperusHorizontalis,Juniperus horizontalis,Juniperus horizontalis,Juniperus.horizontalis,Species,52,22,TRUE,FALSE,TRUE,FALSE,FALSE,Native
JuniperusSabina,Juniperus sabina,Juniperus sabina,Juniperus.sabina,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
KalmiaMicrophylla,Kalmia microphylla,Kalmia microphylla,Kalmia.microphylla,Species,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
KalmiaPolifolia,Kalmia polifolia,Kalmia polifolia,Kalmia.polifolia,Species,177,64,TRUE,TRUE,FALSE,FALSE,TRUE,Native
KnautiaArvensis,Knautia arvensis,Knautia arvensis,Knautia.arvensis,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
KobresiaSimpliciuscula,Kobresia simpliciuscula,Kobresia simpliciuscula,Kobresia.simpliciuscula,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Kochia,Kochia,Kochia,Kochia,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
KochiaScoparia,Kochia scoparia,Kochia scoparia,Kochia.scoparia,Species,286,104,FALSE,FALSE,TRUE,TRUE,TRUE,Exotic
KoeleriaMacrantha,Koeleria macrantha,Koeleria macrantha,Koeleria.macrantha,Species,727,225,TRUE,FALSE,TRUE,TRUE,TRUE,Native
KrascheninnikoviaLanata,Krascheninnikovia lanata,Krascheninnikovia lanata,Krascheninnikovia.lanata,Species,97,42,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Lactuca,Lactuca,Lactuca,Lactuca,Genus,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LactucaSerriola,Lactuca serriola,Lactuca serriola,Lactuca.serriola,Species,182,85,FALSE,FALSE,TRUE,TRUE,TRUE,Exotic
LamiumAmplexicaule,Lamium amplexicaule,Lamium amplexicaule,Lamium.amplexicaule,Species,8,3,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Lappula,Lappula,Lappula,Lappula,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LappulaOccidentalis,Lappula occidentalis,Lappula occidentalis,Lappula.occidentalis,Species,25,14,FALSE,FALSE,TRUE,FALSE,FALSE,Native
LappulaSquarrosa,Lappula squarrosa,Lappula squarrosa,Lappula.squarrosa,Species,90,47,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
LarixLaricina,Larix laricina,Larix laricina,Larix.laricina,Species,894,326,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Lathyrus,Lathyrus,Lathyrus,Lathyrus,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LathyrusOchroleucus,Lathyrus ochroleucus,Lathyrus ochroleucus,Lathyrus.ochroleucus,Species,1676,571,TRUE,TRUE,TRUE,TRUE,TRUE,Native
LathyrusPalustris,Lathyrus palustris,Lathyrus palustris,Lathyrus.palustris,Species,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LathyrusVenosus,Fabaceae,Fabaceae,Fabaceae,Species,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LavateraTrimestris,Lavatera trimestris,Lavatera trimestris,Lavatera.trimestris,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Lavendula,Lavendula,Lavendula,Lavendula,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LecheaIntermedia,Lechea intermedia,Lechea intermedia,Lechea.intermedia,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LemnaTrisulca,Lemna trisulca,Lemna trisulca,Lemna.trisulca,Species,14,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
LemnaTurionifera,Lemna turionifera,Lemna turionifera,Lemna.turionifera,Species,163,71,TRUE,TRUE,TRUE,FALSE,TRUE,Native
LensCulinaris,Lens culinaris,Lens culinaris,Lens.culinaris,Species,11,4,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Lepidium,Lepidium,Lepidium,Lepidium,Genus,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LepidiumDensiflorum,Lepidium densiflorum/ramosissimum,Lepidium densiflorum/ramosissimum,Lepidium.densiflorum.ramosissimum,Species,349,155,TRUE,TRUE,TRUE,TRUE,TRUE,Native
LeucanthemumVulgare,Leucanthemum vulgare,Leucanthemum vulgare,Leucanthemum.vulgare,Species,22,9,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
LeucophysalisGrandiflora,Leucophysalis grandiflora,Leucophysalis grandiflora,Leucophysalis.grandiflora,Species,15,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
LeymusCinereus,Leymus cinereus,Leymus cinereus,Leymus.cinereus,Species,8,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
LeymusInnovatus,Leymus innovatus,Leymus innovatus,Leymus.innovatus,Species,1017,367,TRUE,TRUE,TRUE,FALSE,TRUE,Native
LiatrisLigulistylis,Liatris ligulistylis,Liatris ligulistylis,Liatris.ligulistylis,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LiatrisPunctata,Liatris punctata,Liatris punctata,Liatris.punctata,Species,96,41,FALSE,FALSE,TRUE,TRUE,TRUE,Native
LiliumPhiladelphicum,Lilium philadelphicum,Lilium philadelphicum,Lilium.philadelphicum,Species,217,107,TRUE,TRUE,TRUE,FALSE,TRUE,Native
LimosellaAquatica,Limosella aquatica,Limosella aquatica,Limosella.aquatica,Species,25,11,TRUE,FALSE,TRUE,FALSE,FALSE,Native
LinariaDalmatica,Linaria dalmatica,Linaria dalmatica,Linaria.dalmatica,Species,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
LinariaVulgaris,Linaria vulgaris,Linaria vulgaris,Linaria.vulgaris,Species,50,23,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
LinnaeaBorealis,Linnaea borealis,Linnaea borealis,Linnaea.borealis,Species,2300,697,TRUE,TRUE,TRUE,FALSE,TRUE,Native
LinumLewisii,Linum lewisii,Linum lewisii,Linum.lewisii,Species,78,40,FALSE,FALSE,TRUE,TRUE,TRUE,Native
LinumRigidum,Linum rigidum,Linum rigidum,Linum.rigidum,Species,76,31,FALSE,FALSE,TRUE,TRUE,TRUE,Native
LinumUsitatissimum,Linum usitatissimum,Linum usitatissimum,Linum.usitatissimum,Species,10,4,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
LiparisLoeselii,Liparis loeselii,Liparis loeselii,Liparis.loeselii,Species,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ListeraBorealis,Listera borealis,Listera borealis,Listera.borealis,Species,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ListeraCordata,Listera cordata,Listera cordata,Listera.cordata,Species,88,54,TRUE,TRUE,FALSE,FALSE,TRUE,Native
LithospermumIncisum,Lithospermum incisum,Lithospermum incisum,Lithospermum.incisum,Species,61,26,FALSE,FALSE,TRUE,TRUE,TRUE,Native
LithospermumRuderale,Lithospermum ruderale,Lithospermum ruderale,Lithospermum.ruderale,Species,69,28,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Lobelia,Lobelia,Lobelia,Lobelia,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LobeliaDortmanna,Lobelia dortmanna,Lobelia dortmanna,Lobelia.dortmanna,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LogfiaArvensis,Logfia arvensis,Logfia arvensis,Logfia.arvensis,Species,28,14,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
LoliumPerenne,Lolium perenne,Lolium perenne,Lolium.perenne,Species,11,6,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
LoliumPersicum,Lolium persicum,Lolium persicum,Lolium.persicum,Species,14,6,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
LomatiumFoeniculaceum,Lomatium foeniculaceum,Lomatium foeniculaceum,Lomatium.foeniculaceum,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LomatiumMacrocarpum,Lomatium macrocarpum,Lomatium macrocarpum,Lomatium.macrocarpum,Species,9,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Lonicera,Lonicera,Lonicera,Lonicera,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LoniceraDioica,Lonicera dioica/involucrata,Lonicera dioica/involucrata,Lonicera.dioica.involucrata,Species,1527,515,TRUE,TRUE,TRUE,TRUE,TRUE,Native
LoniceraTatarica,Lonicera tatarica,Lonicera tatarica,Lonicera.tatarica,Species,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
LoniceraUtahensis,Lonicera utahensis,Lonicera utahensis,Lonicera.utahensis,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LoniceraVillosa,Lonicera villosa,Lonicera villosa,Lonicera.villosa,Species,199,92,TRUE,TRUE,FALSE,FALSE,TRUE,Native
LotusCorniculatus,Lotus corniculatus,Lotus corniculatus,Lotus.corniculatus,Species,15,9,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
Lupinus,Lupinus,Lupinus,Lupinus,Genus,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
LupinusArgenteus,Lupinus argenteus,Lupinus argenteus,Lupinus.argenteus,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LupinusNootkatensis,Lupinus nootkatensis,Lupinus nootkatensis,Lupinus.nootkatensis,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LupinusSericeus,Lupinus sericeus,Lupinus sericeus,Lupinus.sericeus,Species,56,19,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Luzula,Luzula,Luzula,Luzula,Genus,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,NA
LuzulaAcuminata,Luzula acuminata,Luzula acuminata,Luzula.acuminata,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LuzulaMultiflora,Luzula multiflora,Luzula multiflora,Luzula.multiflora,Species,12,9,TRUE,FALSE,FALSE,FALSE,FALSE,Native
LuzulaParviflora,Luzula parviflora,Luzula parviflora,Luzula.parviflora,Species,116,70,TRUE,TRUE,FALSE,FALSE,TRUE,Native
LychnisChalcedonica,Lychnis chalcedonica,Lychnis chalcedonica,Lychnis.chalcedonica,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
LycopodiumAnnotinum,Lycopodium annotinum/dendroideum,Lycopodium annotinum/dendroideum,Lycopodium.annotinum.dendroideum,Species,703,296,TRUE,TRUE,FALSE,FALSE,TRUE,Native
LycopodiumLagopus,Lycopodium lagopus,Lycopodium lagopus,Lycopodium.lagopus,Species,63,28,TRUE,TRUE,FALSE,FALSE,TRUE,Native
LycopusAmericanus,Lycopus americanus,Lycopus americanus,Lycopus.americanus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LycopusAsper,Lycopus asper,Lycopus asper,Lycopus.asper,Species,16,9,FALSE,FALSE,TRUE,FALSE,FALSE,Native
LycopusUniflorus,Lycopus uniflorus,Lycopus uniflorus,Lycopus.uniflorus,Species,18,9,TRUE,FALSE,FALSE,FALSE,FALSE,Native
LygodesmiaJuncea,Lygodesmia juncea,Lygodesmia juncea,Lygodesmia.juncea,Species,181,74,FALSE,FALSE,TRUE,TRUE,TRUE,Native
LysimachiaCiliata,Lysimachia ciliata,Lysimachia ciliata,Lysimachia.ciliata,Species,39,21,TRUE,FALSE,TRUE,FALSE,FALSE,Native
LysimachiaHybrida,Lysimachia hybrida,Lysimachia hybrida,Lysimachia.hybrida,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
LysimachiaMaritima,Lysimachia maritima,Lysimachia maritima,Lysimachia.maritima,Species,14,7,FALSE,FALSE,TRUE,FALSE,FALSE,Native
LysimachiaThyrsiflora,Lysimachia thyrsiflora,Lysimachia thyrsiflora,Lysimachia.thyrsiflora,Species,109,50,TRUE,TRUE,TRUE,FALSE,TRUE,Native
MachaerantheraTanacetifolia,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,Machaeranthera.tanacetifolia,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
MaianthemumCanadense,Maianthemum canadense,Maianthemum canadense,Maianthemum.canadense,Species,1619,545,TRUE,TRUE,TRUE,TRUE,TRUE,Native
MaianthemumRacemosum,Maianthemum racemosum,Maianthemum racemosum,Maianthemum.racemosum,Species,32,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MaianthemumStellatum,Maianthemum stellatum,Maianthemum stellatum,Maianthemum.stellatum,Species,415,177,TRUE,TRUE,TRUE,TRUE,TRUE,Native
MaianthemumTrifolium,Maianthemum trifolium,Maianthemum trifolium,Maianthemum.trifolium,Species,1127,373,TRUE,TRUE,FALSE,FALSE,TRUE,Native
MalaxisMonophyllos,Malaxis monophyllos,Malaxis monophyllos,Malaxis.monophyllos,Species,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MalaxisPaludosa,Malaxis paludosa,Malaxis paludosa,Malaxis.paludosa,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Malva,Malva rotundifolia sensu lato,Malva rotundifolia sensu lato,Malva.rotundifolia.sensu.lato,Genus,57,22,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
MarsileaVestita,Marsilea vestita,Marsilea vestita,Marsilea.vestita,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
MatricariaChamomilla,Matricaria chamomilla,Matricaria chamomilla,Matricaria.chamomilla,Species,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,Exotic
MatricariaDiscoidea,Matricaria discoidea,Matricaria discoidea,Matricaria.discoidea,Species,166,73,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
MatteucciaStruthiopteris,Matteuccia struthiopteris,Matteuccia struthiopteris,Matteuccia.struthiopteris,Species,15,10,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Medicago,Medicago,Medicago,Medicago,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
MedicagoLupulina,Medicago lupulina,Medicago lupulina,Medicago.lupulina,Species,153,74,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
MedicagoSativa,Medicago sativa,Medicago sativa,Medicago.sativa,Species,654,243,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
MelampyrumLineare,Melampyrum lineare,Melampyrum lineare,Melampyrum.lineare,Species,64,31,TRUE,TRUE,FALSE,FALSE,TRUE,Native
MelicaSpectabilis,Melica spectabilis,Melica spectabilis,Melica.spectabilis,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Melilotus,Melilotus,Melilotus,Melilotus,Genus,9,5,TRUE,FALSE,FALSE,FALSE,FALSE,NA
MelilotusAlbus,Melilotus albus,Melilotus albus,Melilotus.albus,Species,331,139,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
MelilotusOfficinalis,Melilotus officinalis,Melilotus officinalis,Melilotus.officinalis,Species,451,184,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
MenthaArvensis,Mentha arvensis,Mentha arvensis,Mentha.arvensis,Species,278,146,TRUE,TRUE,TRUE,TRUE,TRUE,Native
MenthaSpicata,Mentha spicata,Mentha spicata,Mentha.spicata,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
MenyanthesTrifoliata,Menyanthes trifoliata,Menyanthes trifoliata,Menyanthes.trifoliata,Species,145,48,TRUE,TRUE,TRUE,FALSE,TRUE,Native
MenziesiaFerruginea,Menziesia ferruginea,Menziesia ferruginea,Menziesia.ferruginea,Species,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Mertensia,Mertensia,Mertensia,Mertensia,Genus,12,4,TRUE,FALSE,FALSE,FALSE,FALSE,NA
MertensiaPaniculata,Mertensia paniculata,Mertensia paniculata,Mertensia.paniculata,Species,1825,572,TRUE,TRUE,TRUE,FALSE,TRUE,Native
MicranthesOccidentalis,Micranthes occidentalis,Micranthes occidentalis,Micranthes.occidentalis,Species,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MirabilisAlbida,Mirabilis albida,Mirabilis albida,Mirabilis.albida,Species,6,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
MirabilisLinearis,Mirabilis linearis,Mirabilis linearis,Mirabilis.linearis,Species,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
MitellaNuda,Mitella nuda,Mitella nuda,Mitella.nuda,Species,1725,566,TRUE,TRUE,TRUE,FALSE,TRUE,Native
MitellaPentandra,Mitella pentandra,Mitella pentandra,Mitella.pentandra,Species,25,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MoehringiaLateriflora,Moehringia lateriflora,Moehringia lateriflora,Moehringia.lateriflora,Species,247,126,TRUE,TRUE,TRUE,FALSE,TRUE,Native
MonardaFistulosa,Monarda fistulosa,Monarda fistulosa,Monarda.fistulosa,Species,100,40,TRUE,FALSE,TRUE,TRUE,TRUE,Native
MonesesUniflora,Moneses uniflora,Moneses uniflora,Moneses.uniflora,Species,156,95,TRUE,TRUE,FALSE,FALSE,TRUE,Native
MonolepisNuttalliana,Monolepis nuttalliana,Monolepis nuttalliana,Monolepis.nuttalliana,Species,71,33,TRUE,FALSE,TRUE,TRUE,TRUE,Native
MonotropaUniflora,Monotropa uniflora,Monotropa uniflora,Monotropa.uniflora,Species,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MuhlenbergiaAsperifolia,Muhlenbergia asperifolia,Muhlenbergia asperifolia,Muhlenbergia.asperifolia,Species,21,7,FALSE,FALSE,TRUE,FALSE,FALSE,Native
MuhlenbergiaCuspidata,Muhlenbergia cuspidata,Muhlenbergia cuspidata,Muhlenbergia.cuspidata,Species,20,10,FALSE,FALSE,TRUE,FALSE,FALSE,Native
MuhlenbergiaGlomerata,Muhlenbergia glomerata,Muhlenbergia glomerata,Muhlenbergia.glomerata,Species,7,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MuhlenbergiaRichardsonis,Muhlenbergia richardsonis,Muhlenbergia richardsonis,Muhlenbergia.richardsonis,Species,64,29,FALSE,FALSE,TRUE,TRUE,TRUE,Native
MulgediumPulchellum,Mulgedium pulchellum,Mulgedium pulchellum,Mulgedium.pulchellum,Species,155,67,TRUE,FALSE,TRUE,TRUE,TRUE,Native
MusineonDivaricatum,Musineon divaricatum,Musineon divaricatum,Musineon.divaricatum,Species,7,3,FALSE,FALSE,TRUE,FALSE,FALSE,Native
MyosotisAsiatica,Myosotis asiatica,Myosotis asiatica,Myosotis.asiatica,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
MyricaGale,Myrica gale,Myrica gale,Myrica.gale,Species,72,25,TRUE,TRUE,FALSE,FALSE,TRUE,Native
MyriophyllumSibiricum,Myriophyllum sibiricum,Myriophyllum sibiricum,Myriophyllum.sibiricum,Species,12,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
MyriophyllumVerticillatum,Myriophyllum verticillatum,Myriophyllum verticillatum,Myriophyllum.verticillatum,Species,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
NajasFlexilis,Najas flexilis,Najas flexilis,Najas.flexilis,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
NassellaViridula,Nassella viridula,Nassella viridula,Nassella.viridula,Species,287,113,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Nasturtium,Nasturtium,Nasturtium,Nasturtium,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
NasturtiumOfficinale,Nasturtium officinale,Nasturtium officinale,Nasturtium.officinale,Species,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Nemesia,Nemesia,Nemesia,Nemesia,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
NesliaPaniculata,Neslia paniculata,Neslia paniculata,Neslia.paniculata,Species,27,13,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
NupharVariegata,Nuphar variegata,Nuphar variegata,Nuphar.variegata,Species,17,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
OenotheraBiennis,Oenothera biennis,Oenothera biennis,Oenothera.biennis,Species,18,11,FALSE,FALSE,TRUE,FALSE,FALSE,Native
OenotheraCespitosa,Oenothera cespitosa,Oenothera cespitosa,Oenothera.cespitosa,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
OenotheraNuttallii,Oenothera nuttallii,Oenothera nuttallii,Oenothera.nuttallii,Species,41,18,FALSE,FALSE,TRUE,FALSE,FALSE,Native
OenotheraSerrulata,Oenothera serrulata,Oenothera serrulata,Oenothera.serrulata,Species,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
OenotheraSuffrutescens,Oenothera suffrutescens,Oenothera suffrutescens,Oenothera.suffrutescens,Species,283,103,FALSE,FALSE,TRUE,TRUE,TRUE,Native
OnobrychisViciifolia,Onobrychis viciifolia,Onobrychis viciifolia,Onobrychis.viciifolia,Species,10,5,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
OnosmodiumMolle,Onosmodium molle,Onosmodium molle,Onosmodium.molle,Species,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
OplopanaxHorridus,Oplopanax horridus,Oplopanax horridus,Oplopanax.horridus,Species,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
OpuntiaFragilis,Opuntia fragilis/polyacantha,Opuntia fragilis/polyacantha,Opuntia.fragilis.polyacantha,Species,195,72,FALSE,FALSE,TRUE,TRUE,TRUE,Native
